timestamp,tx_id,sender,receiver,amount,currency,tx_type,is_laundering
2022-09-01 00:02:00,136524,8024E3470,8024E3470,7719.81,Euro,Reinvestment,0
2022-09-01 00:02:00,281307,80CE4EEE0,80CE48550,0.01,Brazil Real,Cheque,0
2022-09-01 00:02:00,151103,802D1A6B0,80218DDB0,12190.78,Euro,Cheque,0
2022-09-01 00:02:00,307630,81015D970,810BD4E60,778.1,Shekel,Cheque,0
2022-09-01 00:02:00,75357,80C25CC60,80C25CC60,999.64,US Dollar,Reinvestment,0
2022-09-01 00:02:00,147391,801EB2440,804EDD180,218725376.07,Euro,Cheque,0
2022-09-01 00:02:00,7414,800CCE090,800CCE090,1285176.35,US Dollar,Reinvestment,0
2022-09-01 00:02:00,144424,803BA98E0,803BA98E0,4.52,Euro,Reinvestment,0
2022-09-01 00:02:00,323150,813644B91,81413B071,6.104079,Bitcoin,Bitcoin,0
2022-09-01 00:02:00,130377,8005621A0,80174C690,6810.99,Euro,Wire,0
2022-09-01 00:02:00,60796,8098B8000,80CF19430,1.98,US Dollar,Credit Card,0
2022-09-01 00:02:00,9774,8010DFA40,8010DFA40,256026.45,US Dollar,Reinvestment,0
2022-09-01 00:02:00,28952,803862BD0,803862BD0,96895.19,US Dollar,Reinvestment,0
2022-09-01 00:02:00,56440,808998EB0,808998A00,0.01,US Dollar,Cheque,0
2022-09-01 00:03:00,164868,802355000,80AA0B960,2333.11,Euro,Credit Card,0
2022-09-01 00:03:00,127465,800F936F0,800F936F0,15.4,Euro,Reinvestment,0
2022-09-01 00:03:00,242404,806A750C0,807122720,112407356.23,Ruble,Cash,0
2022-09-01 00:03:00,79240,80CFAD960,80CFADAA0,6176582.0,US Dollar,Cheque,0
2022-09-01 00:03:00,61013,80992E270,80992E270,21261.58,US Dollar,Reinvestment,0
2022-09-01 00:03:00,245164,807703DF0,807703DF0,6054.06,UK Pound,Reinvestment,0
2022-09-01 00:03:00,192316,812E6C6B0,805EFD340,66.4,Euro,Credit Card,0
2022-09-01 00:03:00,22425,8006551E0,802B5A350,11330.8,US Dollar,Credit Card,0
2022-09-01 00:03:00,42911,8037C0330,80625D170,6625222.15,US Dollar,Cash,0
2022-09-01 00:03:00,283348,80D5FED70,80D6D4BD0,33033.91,Brazil Real,Cheque,0
2022-09-01 00:03:00,12102,8003A8AB0,801460B00,509694.1,US Dollar,Cheque,0
2022-09-01 00:03:00,123567,8002BCFF0,8002BCFF0,8086.33,Euro,Reinvestment,0
2022-09-01 00:03:00,151253,8068A4DD0,8068A4DD0,7.71,Euro,Reinvestment,0
2022-09-01 00:03:00,212355,8039FEFA0,8039FED80,0.22,Yen,ACH,0
2022-09-01 00:03:00,143021,802F5F5A0,8031D9AE0,23777.18,Euro,Credit Card,0
2022-09-01 00:03:00,123793,8004FB470,8004FB470,7.66,Euro,Reinvestment,0
2022-09-01 00:03:00,55152,808573140,808573140,255684.79,US Dollar,Reinvestment,0
2022-09-01 00:03:00,152076,8069A9390,8069A9390,9.08,Euro,Reinvestment,0
2022-09-01 00:03:00,29068,8039322E0,8039322E0,19.46,US Dollar,Reinvestment,0
2022-09-01 00:03:00,4619,800794C30,800800030,9949.14,US Dollar,ACH,0
2022-09-01 00:03:00,302007,80FFEBDF0,80FFEBDF0,460023.16,Shekel,Reinvestment,0
2022-09-01 00:03:00,136741,8018446E0,802559600,3679.5,Euro,ACH,0
2022-09-01 00:03:00,4863,800847970,800847970,77482.4,US Dollar,Reinvestment,0
2022-09-01 00:03:00,13816,800D19380,801793210,53655.12,US Dollar,Cash,0
2022-09-01 00:03:00,148364,80555B440,80555B440,57896.28,Euro,Reinvestment,0
2022-09-01 00:03:00,245870,807E03150,807E03150,16659.56,UK Pound,Reinvestment,0
2022-09-01 00:03:00,222357,8049B72F0,8049B72F0,1772.36,Rupee,Reinvestment,0
2022-09-01 00:03:00,293085,80DC39170,80F13ED40,7837.63,Swiss Franc,Cheque,0
2022-09-01 00:03:00,70261,80B563DB0,802274090,12.88,US Dollar,Credit Card,0
2022-09-01 00:03:00,291610,80EDA01C0,80EE37FB0,18267.71,Swiss Franc,Credit Card,0
2022-09-01 00:03:00,286854,80E44D4E0,80E44D4E0,15.22,Swiss Franc,Reinvestment,0
2022-09-01 00:03:00,167049,802F58130,80B5296B0,19672452.75,Euro,Cheque,0
2022-09-01 00:03:00,37970,804DB49F0,8053DEA50,5650.03,US Dollar,ACH,0
2022-09-01 00:03:00,303573,80FDD02F0,81020CD20,7221.55,Shekel,ACH,0
2022-09-01 00:03:00,246411,807F9DE30,807F9ED20,221391.54,UK Pound,Cheque,0
2022-09-01 00:03:00,164936,80AB23840,80AB23840,4.41,Euro,Reinvestment,0
2022-09-01 00:03:00,220039,803B7BB90,80C3AD600,168372.81,Yen,Cheque,0
2022-09-01 00:03:00,281712,80CEE4DB0,80CEE4DB0,608937.33,Brazil Real,Reinvestment,0
2022-09-01 00:03:00,2034,8002B5EE0,800466E60,4084.08,US Dollar,Credit Card,0
2022-09-01 00:03:00,292255,80E247F70,80EEF58C0,1892.68,Swiss Franc,Credit Card,0
2022-09-01 00:03:00,296895,80F712390,80F095190,6.67,Swiss Franc,Credit Card,0
2022-09-01 00:03:00,78378,801BD00C0,80CBD5F40,6486.81,US Dollar,Credit Card,0
2022-09-01 00:03:00,37969,804DB49F0,804DB49F0,414960.75,Rupee,ACH,0
2022-09-01 00:03:00,264720,809E85390,809E85390,4692.07,Australian Dollar,Reinvestment,0
2022-09-01 00:03:00,43581,80426E840,806456D90,61.05,US Dollar,Cash,0
2022-09-01 00:03:00,221783,80471CB10,8145EBF10,26365.39,Yen,Cheque,0
2022-09-01 00:03:00,226080,804FADFD0,804FFAC10,143861.05,Rupee,Credit Card,0
2022-09-01 00:03:00,265922,80A2D9720,80A2D9720,33.53,Australian Dollar,Reinvestment,0
2022-09-01 00:04:00,303879,8102A20B0,8102A20B0,54.24,Shekel,Reinvestment,0
2022-09-01 00:04:00,29362,803A4ADA0,803A4ADA0,89764.41,US Dollar,Reinvestment,0
2022-09-01 00:04:00,16298,8011B81E0,801BF5070,4097.44,US Dollar,Cheque,0
2022-09-01 00:04:00,248651,80864A150,80864A150,11.81,UK Pound,Reinvestment,0
2022-09-01 00:04:00,213381,803C37D00,803C37D00,128735122.76,Yen,Reinvestment,0
2022-09-01 00:04:00,34791,804B42C20,804B42C20,16.04,US Dollar,Reinvestment,0
2022-09-01 00:04:00,211859,803843200,803843200,2340.2,Yen,Reinvestment,0
2022-09-01 00:04:00,226511,8049B1F10,80505DF70,618787428.34,Rupee,Cash,0
2022-09-01 00:04:00,9137,800BA2EC0,800F9C9D0,984.16,US Dollar,Cheque,0
2022-09-01 00:04:00,256126,8090B0590,8090B0590,10.03,Canadian Dollar,Reinvestment,0
2022-09-01 00:04:00,89398,80E1AC940,80E1AC940,212935.34,US Dollar,Reinvestment,0
2022-09-01 00:04:00,35348,800CD4980,804DE80D0,14625.64,US Dollar,Cheque,0
2022-09-01 00:04:00,67026,80AC4F9C0,80AC4F9C0,19.46,US Dollar,Reinvestment,0
2022-09-01 00:04:00,151042,801A79520,806824A20,15198.14,Euro,Credit Card,0
2022-09-01 00:04:00,245175,800098480,80770A2E0,9674.56,UK Pound,ACH,0
2022-09-01 00:04:00,10332,8011A0890,8011A0890,1783752.19,US Dollar,Reinvestment,0
2022-09-01 00:04:00,255911,80009C4D0,8082D2400,256.58,Canadian Dollar,Cheque,0
2022-09-01 00:04:00,147101,804AFC550,804AFC550,2542.15,Euro,Reinvestment,0
2022-09-01 00:04:00,10156,800FB5AB0,800FB5AB0,9.56,US Dollar,Reinvestment,0
2022-09-01 00:04:00,17996,801231E70,801231E70,1370857.69,US Dollar,Reinvestment,0
2022-09-01 00:04:00,221226,80C413DF0,80E907FD0,232830.56,Yen,Credit Card,0
2022-09-01 00:04:00,167399,801F93E00,80B5D8A70,5300.4,Euro,Credit Card,0
2022-09-01 00:04:00,156481,807B1B920,807B1B920,128031.77,Euro,Reinvestment,0
2022-09-01 00:04:00,249956,807E89690,80886BFE0,85739816.81,UK Pound,Cheque,0
2022-09-01 00:04:00,6339,800A82F70,800B27840,42641.27,US Dollar,Cash,0
2022-09-01 00:04:00,305405,81080A790,81006BDB0,626.67,Shekel,Credit Card,0
2022-09-01 00:04:00,143816,8020AC380,8033FD3A0,1394.94,Euro,Cheque,0
2022-09-01 00:04:00,197113,8144738D0,80497C120,5.85,Euro,Credit Card,0
2022-09-01 00:04:00,7229,800C90D30,802B5A350,9.71,US Dollar,Credit Card,0
2022-09-01 00:04:00,214529,803F2E210,803F2E210,2623.6,Yen,Reinvestment,0
2022-09-01 00:04:00,39150,805216E00,8057D4C60,19376.94,US Dollar,Cash,0
2022-09-01 00:04:00,160716,808A68EE0,80102BF50,6.72,Euro,Credit Card,0
2022-09-01 00:04:00,144407,8009CA350,803B9D2A0,14500783.73,Euro,ACH,0
2022-09-01 00:04:00,24043,800A9CFC0,802E6F330,9289.93,US Dollar,Credit Card,0
2022-09-01 00:04:00,199892,803107590,803107590,50.5,Yuan,Reinvestment,0
2022-09-01 00:04:00,318127,811C597B0,811C599A0,34254.65,Saudi Riyal,ACH,1
2022-09-01 00:04:00,21632,802921370,802921370,6.68,US Dollar,Reinvestment,0
2022-09-01 00:04:00,28803,8037C0330,8037C0330,4498393.68,US Dollar,Reinvestment,0
2022-09-01 00:04:00,247312,808357EF0,808357EF0,14163940.23,UK Pound,Reinvestment,0
2022-09-01 00:04:00,43885,8015B96A0,806574120,679.81,US Dollar,Cheque,0
2022-09-01 00:04:00,133067,801DF68C0,8024AFE10,7.89,Euro,Credit Card,0
2022-09-01 00:04:00,303856,81020CD20,81029D5F0,10563.54,Shekel,Credit Card,0
2022-09-01 00:04:00,12359,800F08F60,80152D5A0,3315.26,US Dollar,ACH,0
2022-09-01 00:04:00,92876,80D314270,80E045B10,3984.7,US Dollar,Credit Card,0
2022-09-01 00:04:00,126425,800A2C720,800C67060,13517.7,Euro,Cheque,0
2022-09-01 00:04:00,131752,800B57830,801B33970,20061.29,Euro,Credit Card,0
2022-09-01 00:04:00,14115,8014F1F90,801365500,5880.9,US Dollar,Cheque,0
2022-09-01 00:04:00,122960,8001214C0,800240F20,9749.23,Euro,Credit Card,0
2022-09-01 00:04:00,45111,80678A430,80678A430,4.65,US Dollar,Reinvestment,0
2022-09-01 00:04:00,126390,800BC40C0,800C56620,40564.56,Euro,Cheque,0
2022-09-01 00:04:00,7763,800D38A40,800D38A40,26662.86,US Dollar,Reinvestment,0
2022-09-01 00:04:00,268429,80A0E8E50,80A860D40,30873.15,Australian Dollar,Credit Card,0
2022-09-01 00:04:00,131349,8007EE280,8019EBC80,12746.28,Euro,Credit Card,0
2022-09-01 00:04:00,14721,801931460,801931460,17.79,US Dollar,Reinvestment,0
2022-09-01 00:05:00,309334,81125C780,81125C780,311.19,Shekel,Reinvestment,0
2022-09-01 00:05:00,76182,80C377F50,806DCD700,4.78,US Dollar,Credit Card,0
2022-09-01 00:05:00,10890,801281350,808855BA0,6.27,US Dollar,Credit Card,0
2022-09-01 00:05:00,5906,8006EC3D0,8006EC3D0,22.62,US Dollar,Reinvestment,0
2022-09-01 00:05:00,222477,8049BD060,8049DBFF0,302813.55,Rupee,Credit Card,0
2022-09-01 00:05:00,145120,803E398E0,803E39980,5437981.38,Euro,Cheque,0
2022-09-01 00:05:00,228428,804DB49F0,805530410,379012.68,Rupee,Credit Card,0
2022-09-01 00:05:00,126435,80097D460,800C68D20,26353.04,Euro,Cheque,0
2022-09-01 00:05:00,126426,800A2C720,800C67060,7972.25,Euro,Credit Card,0
2022-09-01 00:05:00,125229,8009ABF50,8009ABF50,71303.53,Euro,Reinvestment,0
2022-09-01 00:05:00,6209,800B06890,800B06890,26744.61,US Dollar,Reinvestment,0
2022-09-01 00:05:00,7761,800D37AA0,800D37AA0,3.53,US Dollar,Reinvestment,0
2022-09-01 00:05:00,217988,80458FDC0,81459DED0,2609.65,Yen,Credit Card,0
2022-09-01 00:05:00,158505,8080CC4A0,8080CC4A0,4.66,Euro,Reinvestment,0
2022-09-01 00:05:00,260945,80906C430,8099798E0,821707.06,Canadian Dollar,Cash,0
2022-09-01 00:05:00,255979,8087ED4B0,809085EB0,13311.61,Canadian Dollar,Wire,0
2022-09-01 00:05:00,212236,8039E1C20,8039E1C20,27331329.05,Yen,Reinvestment,0
2022-09-01 00:05:00,131030,80132E550,8018FF3F0,6332.05,Euro,Credit Card,0
2022-09-01 00:05:00,127078,800066070,800E4E700,107483.57,Euro,ACH,0
2022-09-01 00:05:00,123049,8001B73A0,80026E2C0,66291.17,Euro,Cheque,0
2022-09-01 00:05:00,260944,80906C430,8099798E0,2764205.91,Canadian Dollar,Cheque,0
2022-09-01 00:05:00,201020,802169770,8036FD930,279564.39,Yuan,Cash,0
2022-09-01 00:05:00,72426,801BD79E0,80BBF5AE0,300502.12,US Dollar,Cheque,0
2022-09-01 00:05:00,289162,80E9B9A10,80E9B9A10,33992.81,Swiss Franc,Reinvestment,0
2022-09-01 00:05:00,160860,807CDD3C0,808C5F470,1649.04,Euro,Cheque,0
2022-09-01 00:05:00,325882,814555381,814555381,0.002058,Bitcoin,Bitcoin,0
2022-09-01 00:05:00,86835,80554E3E0,80DE97350,641.78,US Dollar,Cheque,0
2022-09-01 00:05:00,138746,8024E3470,8028A7810,7288.67,Euro,Cheque,0
2022-09-01 00:05:00,22075,802A9FFA0,802A9FFA0,7.83,US Dollar,Reinvestment,0
2022-09-01 00:05:00,135154,8020FA200,8020FA200,5906.33,Euro,Reinvestment,0
2022-09-01 00:05:00,128662,8013319A0,8013319A0,291861.46,Euro,Reinvestment,0
2022-09-01 00:05:00,81487,80B4BABB0,80B4BABB0,14.98,US Dollar,Reinvestment,0
2022-09-01 00:05:00,131029,80132E550,8018FF3F0,4658.28,Euro,Cheque,0
2022-09-01 00:05:00,292254,80E247F70,80EEF58C0,12364.34,Swiss Franc,Cheque,0
2022-09-01 00:05:00,127543,8009ABF50,800FE2D60,2334793.32,Euro,Cash,0
2022-09-01 00:05:00,132302,800C56620,801C5E830,2408.46,Euro,Cheque,0
